"fit.data.JPM","fit.data.WFC","fit.data.C","fit.data.USB","XLF.close"
66.190002,46.009998,46.59,42.860001,19.309999
66.459999,46.560001,46.540001,43.02,19.32
66.839996,45.830002,46.900002,43.259998,19.440001
67.389999,45.720001,47.110001,43.169998,19.48
67.25,45.740002,47.150002,42.959999,19.379999
65.779999,44.880001,45.889999,42.470001,19.07
66.360001,45.09,46.369999,42.900002,19.219999
66.709999,45.310001,46.869999,42.810001,19.309999
65.650002,44.369999,45.799999,42.48,19.040001
66.589996,44.279999,47.23,42.889999,19.299999
66.510002,43.830002,47.029999,42.66,19.209999
66.599998,43.75,47.75,42.849998,19.290001
67.690002,44.990002,48.650002,43.650002,19.6
67.870003,45.18,49.07,43.889999,19.629999
68.110001,45.330002,49.279999,43.700001,19.620001
68.639999,45.650002,49.549999,43.799999,19.719999
68.309998,45.450001,48.990002,43.290001,19.540001
68.129997,45.32,48.700001,43.400002,19.52
67.739998,44.75,48.470001,42.880001,19.33
67.519997,44.709999,48.610001,42.849998,19.42
67.169998,44.5,48.599998,42.720001,19.33
67.699997,44.950001,48.990002,43.009998,19.49
68.349998,45.259998,49.48,43.580002,19.66
68.260002,44.93,49.580002,43.950001,19.66
68.489998,45.09,49.57,43.849998,19.65
68.870003,45.52,49.580002,44.02,19.709999
68.800003,45.720001,49.59,43.84,19.690001
69.129997,46.150002,50.009998,44.23,19.809999
69.230003,46.41,49.93,44.700001,19.860001
69.110001,46.23,49.560001,44.639999,19.77
69.260002,46.009998,49.150002,44.759998,19.74
68.970001,45.990002,48.939999,44.459999,19.66
68.68,45.240002,48.540001,44,19.530001
68.379997,45.34,48.189999,44.049999,19.549999
67.760002,44.599998,48.169998,43.93,19.49
69.879997,45.400002,49.82,44.919998,19.98
70.029999,45.540001,49.91,44.98,19.99
73.25,47.990002,51.59,46.669998,20.84
76.650002,51.630001,53.610001,47.610001,21.610001
76.690002,51.73,52.830002,47.900002,21.67
79.510002,53.220001,54.68,48.73,22.200001
79.360001,52.59,55.450001,48.700001,22.18
77.400002,51.68,54.630001,47.869999,21.860001
78.019997,52.490002,55.450001,48.68,22.16
77.709999,52.82,55.459999,49.23,22.16
78.050003,52.119999,55.540001,49.279999,22.24
78.529999,52.220001,56.099998,49.029999,22.25
78.860001,52.16,56.689999,49.349998,22.379999
78.830002,52.619999,56.779999,49.419998,22.41
78.32,51.580002,55.470001,48.900002,22.15
78.919998,51.860001,55.52,49.099998,22.209999
80.169998,52.919998,56.389999,49.619999,22.51
81.790001,54.34,57.27,50.389999,22.9
81.599998,53.580002,56.02,50,22.65
83.260002,54.349998,57.279999,50.360001,22.92
83.690002,55.549999,57.919998,50.73,23.120001
84.07,57.279999,59.060001,51.360001,23.48
85.120003,57.290001,60.150002,51.900002,23.700001
85.489998,57.139999,60.040001,52.040001,23.75
84.730003,55.779999,59.549999,51.580002,23.52
84.760002,55.84,59.790001,51.700001,23.58
84.730003,54.700001,59.450001,51.73,23.469999
86,55.189999,60.23,51.98,23.67
84.940002,55.34,59.75,51.740002,23.360001
85.43,55.220001,59.66,51.869999,23.370001
86.529999,56.099998,60.799999,52.540001,23.66
86.75,55.709999,60.75,52.169998,23.6
86.889999,55.75,60.490002,52.150002,23.540001
87.050003,55.959999,60.990002,52.200001,23.58
87.129997,55.950001,61.09,52.310001,23.610001
86.5,55.32,60.040001,51.779999,23.370001
85.889999,54.84,59.380001,51.299999,23.200001
86.290001,55.110001,59.43,51.369999,23.25
87.230003,56,60.59,51.459999,23.51
86.910004,56.049999,61.41,51.84,23.700001
86.110001,55.18,60.34,50.970001,23.459999
86.120003,55.040001,60.549999,51.299999,23.540001
86.18,54.240002,60.220001,51.07,23.379999
86.43,54.619999,60.23,51.220001,23.43
87.080002,54.799999,59.959999,51.790001,23.58
86.239998,54.5,59.23,51.43,23.379999
86.699997,55.310001,59.630001,51.689999,23.51
83.550003,53.779999,58.380001,50.310001,22.950001
83.940002,54.27,57.389999,50.560001,23.139999
83.300003,54.580002,56.66,50.73,23.040001
83.669998,55.07,56.110001,51.200001,23.15
83.709999,54.25,55.68,50.970001,23
84.720001,54.700001,56.740002,51.77,23.290001
86.029999,56.619999,57.689999,52.450001,23.68
86.75,57.18,57.360001,52.950001,23.74
86.93,56.59,57.110001,52.990002,23.65
86.029999,56.080002,56.610001,52.849998,23.459999
84.629997,56.330002,55.830002,52.650002,23.309999
84.949997,55.91,56.049999,53.029999,23.34
84.589996,55.75,55.98,53.130001,23.25
87.18,57.27,57.759998,53.66,23.719999
86.769997,56.549999,57.639999,53.400002,23.610001
86.720001,56.34,57.189999,53.200001,23.549999
85.959999,55.630001,56.32,52.889999,23.389999
87.199997,56.73,57.259998,53.540001,23.709999
87,56.860001,57.630001,53.610001,23.780001
88.150002,57.080002,58.950001,54.130001,24.049999
89.559998,57.98,59.830002,54.549999,24.33
90.589996,58.549999,60.5,55.139999,24.52
90.529999,58.119999,60.380001,55.009998,24.459999
90.230003,58.09,60.169998,54.880001,24.469999
91.010002,58.25,60.549999,55.200001,24.59
91.059998,58.360001,60.619999,55.310001,24.610001
91.129997,58.490002,60.619999,55.400002,24.610001
90.330002,57.810001,59.560001,55.099998,24.42
90.43,58.060001,60.02,55.290001,24.549999
90.620003,57.880001,59.810001,55,24.540001
93.599998,59.73,61.540001,56.41,25.24
92.139999,58.709999,60.630001,55.48,24.85
92.800003,58.889999,61,55.549999,24.969999
91.919998,58.610001,60.279999,55.290001,24.780001
91.410004,58.299999,60.5,55.029999,24.709999
91.209999,58.209999,61.110001,54.869999,24.719999
91.57,58.700001,61.549999,54.939999,24.809999
91.279999,58.849998,61.490002,54.939999,24.790001
91.360001,58.700001,61.529999,54.919998,24.85
91.510002,58.759998,61.439999,55,24.780001
91.730003,58.709999,60.84,54.959999,24.74
91.639999,59.32,61.150002,55.029999,24.780001
90.68,58.669998,60.369999,54.689999,24.450001
90.029999,57.630001,59.59,54.240002,24.25
87.389999,55.849998,58.040001,52.689999,23.57
87.529999,55.330002,57.77,52.599998,23.52
87.389999,55.25,58.049999,52.580002,23.57
87.290001,55.830002,58.07,52.57,23.540001
87.239998,55.389999,58.330002,52.200001,23.450001
88.599998,55.959999,59.419998,52.709999,23.77
88.269997,55.669998,59.389999,51.75,23.620001
89.029999,56.240002,60.509998,52.119999,23.93
87.839996,55.66,59.82,51.5,23.73
87.519997,55.490002,59.68,51.549999,23.68
87.309998,55.200001,59.68,51.459999,23.65
86.190002,54.98,59.59,51.040001,23.469999
86.480003,55.369999,59.889999,51.349998,23.620001
86.18,54.84,59.43,51.150002,23.52
85.879997,54.540001,59.279999,50.779999,23.459999
85.730003,54.16,59.029999,50.889999,23.389999
85.400002,53.119999,58.509998,50.700001,23.200001
84.400002,51.349998,58.040001,49.98,22.9
85.860001,52.720001,58.990002,50.540001,23.299999
85.160004,52.450001,58.419998,49.799999,23.08
84.459999,52.150002,57.73,49.689999,23.01
85.550003,53.5,58.41,50.68,23.4
84.519997,53,57.720001,50.509998,23.16
87.5,53.650002,59.439999,51.560001,23.68
88.260002,54.560001,60.209999,52.130001,23.889999
88.43,54.540001,60.099998,52.119999,23.870001
87.610001,54.439999,59.389999,51.919998,23.76
87,53.84,59.119999,51.279999,23.530001
87.059998,54.459999,59.459999,51.700001,23.68
86.5,54.540001,59.709999,51.57,23.65
87,54.849998,60.240002,52.209999,23.84
87.099998,55.18,60.209999,52.310001,23.879999
87,55.110001,60.240002,51.77,23.84
87.099998,55.040001,60.5,52,23.82
86.75,54.68,60.23,51.580002,23.73
87.43,54.720001,60.369999,51.970001,23.809999
